"Prev.Length","Prev.Size","Tile.Size","Top.Row","Browse.Time"
90,0.5,0.2,"TC",18.0506462320376
60,0.4,0.2,"TC",20.3051656687369
30,0.3,0.2,"TC",26.0122228463485
90,0.3,0.2,"TC",19.4204078009035
30,0.5,0.2,"TC",22.3672582335537
90,0.5,0.2,"TC",13.5209793110093
60,0.4,0.2,"TC",18.9662515708369
30,0.3,0.2,"TC",22.1917902149843
90,0.3,0.2,"TC",21.5350079039236
30,0.5,0.2,"TC",17.8718218284286
90,0.5,0.2,"TC",19.6155351383228
60,0.4,0.2,"TC",23.2919598636139
30,0.3,0.2,"TC",17.9221110452706
90,0.3,0.2,"TC",22.4249107543661
30,0.5,0.2,"TC",20.4256847583193
90,0.5,0.2,"TC",22.8403860062079
60,0.4,0.2,"TC",19.6630732879533
30,0.3,0.2,"TC",21.30178541901
90,0.3,0.2,"TC",14.6921817438283
30,0.5,0.2,"TC",22.6627123270236
90,0.5,0.2,"TC",21.2051910586499
60,0.4,0.2,"TC",20.5271976695306
30,0.3,0.2,"TC",18.9899255342193
90,0.3,0.2,"TC",20.3462769945894
30,0.5,0.2,"TC",19.7552130705906
90,0.5,0.2,"TC",20.2315338457356
60,0.4,0.2,"TC",20.1030237574487
30,0.3,0.2,"TC",22.1762147362218
90,0.3,0.2,"TC",22.5645839630049
30,0.5,0.2,"TC",20.5679469774998
90,0.5,0.2,"TC",20.3397931659849
60,0.4,0.2,"TC",20.9726143800942
30,0.3,0.2,"TC",21.7751310427764
90,0.3,0.2,"TC",14.7137559944214
30,0.5,0.2,"TC",22.602452015929
90,0.5,0.2,"TC",18.8959159840603
60,0.4,0.2,"TC",14.582788975395
30,0.3,0.2,"TC",18.4158558183172
90,0.3,0.2,"TC",17.2834983226578
30,0.5,0.2,"TC",24.6037372301451
90,0.5,0.2,"TC",19.6733120253948
60,0.4,0.2,"TC",22.8329187970186
30,0.3,0.2,"TC",20.0021729047047
90,0.3,0.2,"TC",20.3476662886893
30,0.5,0.2,"TC",19.6184329232065
90,0.5,0.2,"TC",20.6133362472405
60,0.4,0.2,"TC",18.1690329170616
30,0.3,0.2,"TC",20.7283084263413
90,0.3,0.2,"TC",25.3779897329904
30,0.5,0.2,"TC",25.8582807095638
90,0.5,0.2,"TC",15.8536294971694
60,0.4,0.2,"TC",18.6575523768402
30,0.3,0.2,"TC",19.5499470501285
90,0.3,0.2,"TC",17.1555627323205
30,0.5,0.2,"TC",16.5103229760295
90,0.5,0.2,"TC",15.0865345565436
60,0.4,0.2,"TC",20.757990433209
30,0.3,0.2,"TC",17.8332324096132
90,0.3,0.2,"TC",20.68149391248
30,0.5,0.2,"TC",13.987274472388
90,0.5,0.2,"TC",16.3265390958909
60,0.4,0.2,"TC",16.0501526523166
30,0.3,0.2,"TC",17.0388574519027
90,0.3,0.2,"TC",20.0029845942423
30,0.5,0.2,"TC",24.1982198928473
90,0.5,0.2,"TC",17.2536249468613
60,0.4,0.2,"TC",18.3928795038648
30,0.3,0.2,"TC",23.4047012043109
90,0.3,0.2,"TC",23.9156252615425
30,0.5,0.2,"TC",17.6962300463497
90,0.5,0.2,"TC",20.3823961910691
60,0.4,0.2,"TC",23.0522628518217
30,0.3,0.2,"TC",24.7213537923095
90,0.3,0.2,"TC",25.0353153784275
30,0.5,0.2,"TC",20.6817956461436
90,0.5,0.2,"TC",22.4557064535255
60,0.4,0.2,"TC",23.5046233509313
30,0.3,0.2,"TC",21.663505227036
90,0.3,0.2,"TC",16.4182549267291
30,0.5,0.2,"TC",23.2754478727309
90,0.5,0.2,"TC",17.9932348602066
60,0.4,0.2,"TC",21.2816914413098
30,0.3,0.2,"TC",20.4980501633396
90,0.3,0.2,"TC",23.468527477581
30,0.5,0.2,"TC",15.4403673198223
90,0.5,0.2,"TC",16.8170607762094
60,0.4,0.2,"TC",16.58905745633
30,0.3,0.2,"TC",26.4042432538411
90,0.3,0.2,"TC",20.5078355253805
30,0.5,0.2,"TC",18.6665332762993
90,0.5,0.2,"TC",14.9260019363329
60,0.4,0.2,"TC",25.4412675518672
30,0.3,0.2,"TC",21.9695006288402
90,0.3,0.2,"TC",23.7772222666985
30,0.5,0.2,"TC",20.4169135486929
90,0.5,0.2,"TC",13.8962844587339
60,0.4,0.2,"TC",20.6142385757193
30,0.3,0.2,"TC",19.5067450820531
90,0.3,0.2,"TC",16.6821159005645
30,0.5,0.2,"TC",14.2219848229184
90,0.5,0.2,"TC",13.5957733839994
60,0.4,0.2,"TC",22.0719812912558
30,0.3,0.2,"TC",22.5732814873536
90,0.3,0.2,"TC",21.7906904253943
30,0.5,0.2,"TC",18.6103202276242
90,0.5,0.2,"TC",19.9268904139768
60,0.4,0.2,"TC",15.6020265235792
30,0.3,0.2,"TC",17.6489966176831
90,0.3,0.2,"TC",16.5590622329346
30,0.5,0.2,"TC",22.053647720027
90,0.5,0.2,"TC",20.9777697991709
60,0.4,0.2,"TC",18.4633187618988
30,0.3,0.2,"TC",13.6936789952039
90,0.3,0.2,"TC",19.8029542347704
30,0.5,0.2,"TC",24.5733420078609
90,0.5,0.2,"TC",13.9466554769672
60,0.4,0.2,"TC",20.3350011872207
30,0.3,0.2,"TC",16.2999893016985
90,0.3,0.2,"TC",16.7143572249508
30,0.5,0.2,"TC",16.6918893078031
90,0.5,0.2,"TC",20.4712563739411
60,0.4,0.2,"TC",22.9634867554042
30,0.3,0.2,"TC",14.4186243515283
90,0.3,0.2,"TC",19.7967447725531
30,0.5,0.2,"TC",13.3864059733699
90,0.5,0.2,"TC",18.1346862039411
60,0.4,0.2,"TC",14.4970367049345
30,0.3,0.2,"TC",22.0612048234079
90,0.3,0.2,"TC",21.1845654056069
30,0.5,0.2,"TC",21.1486202001266
90,0.5,0.2,"TC",18.9259028759542
60,0.4,0.2,"TC",19.360527290398
30,0.3,0.2,"TC",17.927842057537
90,0.3,0.2,"TC",23.5615874342944
30,0.5,0.2,"TC",18.1125471145353
90,0.5,0.2,"TC",18.5463935668468
60,0.4,0.2,"TC",23.031250762003
30,0.3,0.2,"TC",21.7076731613725
90,0.3,0.2,"TC",17.5623920132354
30,0.5,0.2,"TC",18.0736285894881
90,0.5,0.2,"TC",19.4916010285179
60,0.4,0.2,"TC",23.0911835865364
30,0.3,0.2,"TC",23.1118789542015
90,0.3,0.2,"TC",16.9582453901177
30,0.5,0.2,"TC",13.8977319383685
90,0.5,0.2,"TC",13.2847390331943
60,0.4,0.2,"TC",19.2174158043378
30,0.3,0.2,"TC",19.3031845960778
90,0.3,0.2,"TC",18.5974231613703
30,0.5,0.2,"TC",16.8875083985445
90,0.5,0.2,"TC",12.7231290914101
60,0.4,0.2,"TC",18.5632814039201
30,0.3,0.2,"TC",19.7665267869191
90,0.3,0.2,"TC",22.4347846037477
30,0.5,0.2,"TC",20.0537614151299
90,0.5,0.2,"TC",17.1560590146395
60,0.4,0.2,"TC",17.8733822840555
30,0.3,0.2,"TC",22.2575689949884
90,0.3,0.2,"TC",19.0216287550413
30,0.5,0.2,"TC",17.9263996298684
90,0.5,0.2,"TC",15.7048330797604
60,0.4,0.2,"TC",15.2714454563647
30,0.3,0.2,"TC",22.1052816457706
90,0.3,0.2,"TC",20.196742252013
30,0.5,0.2,"TC",23.7329826247725
90,0.5,0.2,"TC",17.6013388730463
60,0.4,0.2,"TC",19.680025230295
30,0.3,0.2,"TC",24.9180279827016
90,0.3,0.2,"TC",18.1275913770777
30,0.5,0.2,"TC",18.6741419324598
90,0.5,0.2,"TC",18.3021578014878
60,0.4,0.2,"TC",18.0889455241159
30,0.3,0.2,"TC",23.7139807395581
90,0.3,0.2,"TC",19.941824802052
30,0.5,0.2,"TC",19.5265087535321
90,0.5,0.2,"TC",17.2669256923725
60,0.4,0.2,"TC",20.9950104253023
30,0.3,0.2,"TC",19.7303876676821
90,0.3,0.2,"TC",18.8557734315461
30,0.5,0.2,"TC",20.7725787918198
90,0.5,0.2,"TC",15.2604247929588
60,0.4,0.2,"TC",14.0715703076784
30,0.3,0.2,"TC",22.1073880020376
90,0.3,0.2,"TC",16.4553821178503
30,0.5,0.2,"TC",17.9765736857785
90,0.5,0.2,"TC",14.3251036825778
60,0.4,0.2,"TC",15.1425931453364
30,0.3,0.2,"TC",16.6424407679128
90,0.3,0.2,"TC",22.6034470292515
30,0.5,0.2,"TC",21.2896744673355
90,0.5,0.2,"TC",18.8788569709049
60,0.4,0.2,"TC",16.3609997115701
30,0.3,0.2,"TC",22.2203215282412
90,0.3,0.2,"TC",21.2955314675292
30,0.5,0.2,"TC",23.1459085637977
90,0.5,0.2,"TC",14.7980151495365
60,0.4,0.2,"TC",16.7645257490351
30,0.3,0.2,"TC",19.6612171006725
90,0.3,0.2,"TC",24.9675569166996
30,0.5,0.2,"TC",16.1575943769564
90,0.5,0.2,"TC",19.7494441234561
60,0.4,0.2,"TC",18.0465894710932
30,0.3,0.2,"TC",19.3211297729084
90,0.3,0.2,"TC",21.5886535143719
30,0.5,0.2,"TC",19.4926988458828
90,0.5,0.2,"TC",21.2092680151053
60,0.4,0.2,"TC",18.5658180719297
30,0.3,0.2,"TC",16.9993198099993
90,0.3,0.2,"TC",23.5201720563012
30,0.5,0.2,"TC",22.456510992576
90,0.5,0.2,"TC",13.3368216112619
60,0.4,0.2,"TC",16.6947663965721
30,0.3,0.2,"TC",15.4901817642156
90,0.3,0.2,"TC",21.7307345404681
30,0.5,0.2,"TC",22.8340700241396
90,0.5,0.2,"TC",19.1561281881972
60,0.4,0.2,"TC",15.3732612664289
30,0.3,0.2,"TC",22.7667650211532
90,0.3,0.2,"TC",21.4360813426805
30,0.5,0.2,"TC",21.8960059026106
90,0.5,0.2,"TC",17.9609021698064
60,0.4,0.2,"TC",18.1900471179155
30,0.3,0.2,"TC",17.1947827417772
90,0.3,0.2,"TC",22.8666993673012
30,0.5,0.2,"TC",22.7840573178189
90,0.5,0.2,"TC",19.8865798295784
60,0.4,0.2,"TC",17.3855517056792
30,0.3,0.2,"TC",21.5539775172737
90,0.3,0.2,"TC",13.9452660305297
30,0.5,0.2,"TC",23.8321495514422
90,0.5,0.2,"TC",10.6908941939174
60,0.4,0.2,"TC",22.9016456653255
30,0.3,0.2,"TC",15.9968957867295
90,0.3,0.2,"TC",17.069373001022
30,0.5,0.2,"TC",18.7719786541493
90,0.5,0.2,"TC",18.6149351156818
60,0.4,0.2,"TC",21.3107193245068
30,0.3,0.2,"TC",20.2083858910708
90,0.3,0.2,"TC",23.4122303624332
30,0.5,0.2,"TC",16.3969327964078
90,0.5,0.2,"TC",15.6727081705832
60,0.4,0.2,"TC",18.3251699912236
30,0.3,0.2,"TC",19.3740098312912
90,0.3,0.2,"TC",23.3762294673427
30,0.5,0.2,"TC",17.9443700509832
90,0.5,0.2,"TC",20.4502432419198
60,0.4,0.2,"TC",11.7535961416994
30,0.3,0.2,"TC",21.9372118614368
90,0.3,0.2,"TC",25.7063326464201
30,0.5,0.2,"TC",16.4853934844691
90,0.5,0.2,"TC",17.4127134081153
60,0.4,0.2,"TC",21.9793806728086
30,0.3,0.2,"TC",17.9580947921601
90,0.3,0.2,"TC",23.0957838572821
30,0.5,0.2,"TC",18.3711795712287
90,0.5,0.2,"TC",20.522809974239
60,0.4,0.2,"TC",14.3295433127757
30,0.3,0.2,"TC",20.9856235469294
90,0.3,0.2,"TC",22.2160832637809
30,0.5,0.2,"TC",22.2876758282032
90,0.5,0.2,"TC",15.4404497518864
60,0.4,0.2,"TC",16.5798695482552
30,0.3,0.2,"TC",21.0209926934905
90,0.3,0.2,"TC",20.2398772900751
30,0.5,0.2,"TC",25.2313285035544
90,0.5,0.2,"TC",19.8040978031872
60,0.4,0.2,"TC",19.0541404564246
30,0.3,0.2,"TC",18.7981479984891
90,0.3,0.2,"TC",17.6553302828229
30,0.5,0.2,"TC",20.5081489577789
90,0.5,0.2,"TC",18.9427535067131
60,0.4,0.2,"TC",19.1748694961031
30,0.3,0.2,"TC",19.5643277842024
90,0.3,0.2,"TC",17.0595057441501
30,0.5,0.2,"TC",18.681393063057
90,0.5,0.2,"TC",18.0478210799727
60,0.4,0.2,"TC",19.1040346319875
30,0.3,0.2,"TC",15.7473898977764
90,0.3,0.2,"TC",19.4352282312841
30,0.5,0.2,"TC",20.4658030346328
90,0.5,0.2,"TC",16.4861350536318
60,0.4,0.2,"TC",19.369105368211
30,0.3,0.2,"TC",23.1048015959572
90,0.3,0.2,"TC",19.368825359463
30,0.5,0.2,"TC",21.3188426441862
90,0.5,0.2,"TC",14.6431166115728
60,0.4,0.2,"TC",22.4152684233817
30,0.3,0.2,"TC",24.042072483486
90,0.3,0.2,"TC",13.7649608478748
30,0.5,0.2,"TC",18.2599946335931
90,0.5,0.2,"TC",16.0065685828762
60,0.4,0.2,"TC",17.7608123234078
