"Prev.Length","Prev.Size","Tile.Size","Top.Row","Browse.Time"
80,0.5154289,0.2,"TC",12.8025058607285
100,0.5154289,0.2,"TC",15.2449530257525
90,0.4865717,0.2,"TC",20.5751644094689
80,0.4577144,0.2,"TC",12.0691702494294
100,0.4577144,0.2,"TC",20.094099269294
80,0.5154289,0.2,"TC",17.9245056159613
100,0.5154289,0.2,"TC",15.0308673515964
90,0.4865717,0.2,"TC",15.7096588143335
80,0.4577144,0.2,"TC",20.8832803885818
100,0.4577144,0.2,"TC",14.3466137544862
80,0.5154289,0.2,"TC",16.6554960552138
100,0.5154289,0.2,"TC",14.3352578245874
90,0.4865717,0.2,"TC",18.5999106933451
80,0.4577144,0.2,"TC",22.0184867938238
100,0.4577144,0.2,"TC",18.594980335985
80,0.5154289,0.2,"TC",19.7478984230157
100,0.5154289,0.2,"TC",21.7229028632273
90,0.4865717,0.2,"TC",15.6317822159686
80,0.4577144,0.2,"TC",14.5430556254959
100,0.4577144,0.2,"TC",18.1424624994573
80,0.5154289,0.2,"TC",14.8049714223568
100,0.5154289,0.2,"TC",20.3286411147955
90,0.4865717,0.2,"TC",18.9080537066593
80,0.4577144,0.2,"TC",15.6389981335749
100,0.4577144,0.2,"TC",20.9300294367934
80,0.5154289,0.2,"TC",14.2431982475341
100,0.5154289,0.2,"TC",12.5390247550285
90,0.4865717,0.2,"TC",16.6909393019492
80,0.4577144,0.2,"TC",18.7567296156229
100,0.4577144,0.2,"TC",14.4026750296952
80,0.5154289,0.2,"TC",16.7084596920147
100,0.5154289,0.2,"TC",15.4698172562167
90,0.4865717,0.2,"TC",14.8457356976771
80,0.4577144,0.2,"TC",13.87717872359
100,0.4577144,0.2,"TC",20.5934065704541
80,0.5154289,0.2,"TC",16.8913874823636
100,0.5154289,0.2,"TC",17.4202020888816
90,0.4865717,0.2,"TC",18.3812289591921
80,0.4577144,0.2,"TC",22.9962929724398
100,0.4577144,0.2,"TC",13.9612031878015
80,0.5154289,0.2,"TC",14.9888589204452
100,0.5154289,0.2,"TC",13.4988577548133
90,0.4865717,0.2,"TC",17.372576405445
80,0.4577144,0.2,"TC",20.0409612027729
100,0.4577144,0.2,"TC",14.5488590679381
80,0.5154289,0.2,"TC",16.4948715432651
100,0.5154289,0.2,"TC",20.4444711876302
90,0.4865717,0.2,"TC",13.4677430850178
80,0.4577144,0.2,"TC",17.1300269168855
100,0.4577144,0.2,"TC",20.826100762217
80,0.5154289,0.2,"TC",20.8812217694211
100,0.5154289,0.2,"TC",13.8735521536074
90,0.4865717,0.2,"TC",15.9918992244258
80,0.4577144,0.2,"TC",24.4919899276543
100,0.4577144,0.2,"TC",12.0292722098674
80,0.5154289,0.2,"TC",17.1288976070235
100,0.5154289,0.2,"TC",16.646880561511
90,0.4865717,0.2,"TC",17.0723851424424
80,0.4577144,0.2,"TC",18.0152356865303
100,0.4577144,0.2,"TC",21.5426657814949
80,0.5154289,0.2,"TC",13.0834781164858
100,0.5154289,0.2,"TC",13.6452788156992
90,0.4865717,0.2,"TC",14.6440388043748
80,0.4577144,0.2,"TC",14.7379002780347
100,0.4577144,0.2,"TC",18.6871623094438
80,0.5154289,0.2,"TC",17.357157439328
100,0.5154289,0.2,"TC",18.7769794851877
90,0.4865717,0.2,"TC",15.9151032192258
80,0.4577144,0.2,"TC",15.2589257896549
100,0.4577144,0.2,"TC",20.7624244568216
80,0.5154289,0.2,"TC",19.0308339320913
100,0.5154289,0.2,"TC",19.8661805691228
90,0.4865717,0.2,"TC",15.165555547738
80,0.4577144,0.2,"TC",21.4387247315243
100,0.4577144,0.2,"TC",22.7968282492056
80,0.5154289,0.2,"TC",16.7351707070575
100,0.5154289,0.2,"TC",16.4631766041908
90,0.4865717,0.2,"TC",15.9348679943583
80,0.4577144,0.2,"TC",14.8026453931035
100,0.4577144,0.2,"TC",18.1427986226578
80,0.5154289,0.2,"TC",17.7984454729722
100,0.5154289,0.2,"TC",22.5643877683109
90,0.4865717,0.2,"TC",17.0266714865257
80,0.4577144,0.2,"TC",17.7566929129091
100,0.4577144,0.2,"TC",19.3512070592037
80,0.5154289,0.2,"TC",21.8133793253662
100,0.5154289,0.2,"TC",17.2210197080238
90,0.4865717,0.2,"TC",17.321060640088
80,0.4577144,0.2,"TC",16.689630471855
100,0.4577144,0.2,"TC",16.952426220631
80,0.5154289,0.2,"TC",14.3432982916497
100,0.5154289,0.2,"TC",18.600451238945
90,0.4865717,0.2,"TC",14.2460056851844
80,0.4577144,0.2,"TC",17.8343413134555
100,0.4577144,0.2,"TC",18.1705231258067
80,0.5154289,0.2,"TC",10.7730064455611
100,0.5154289,0.2,"TC",18.1918289585541
90,0.4865717,0.2,"TC",13.6866283743482
80,0.4577144,0.2,"TC",12.8200621217358
100,0.4577144,0.2,"TC",16.9045522153377
80,0.5154289,0.2,"TC",14.7391188202063
100,0.5154289,0.2,"TC",16.498423021226
90,0.4865717,0.2,"TC",10.6004597415994
80,0.4577144,0.2,"TC",13.5378842249315
100,0.4577144,0.2,"TC",21.8021770597876
80,0.5154289,0.2,"TC",22.8312824396364
100,0.5154289,0.2,"TC",17.6646097139234
90,0.4865717,0.2,"TC",18.3085135331354
80,0.4577144,0.2,"TC",18.0473855630826
100,0.4577144,0.2,"TC",17.1612546387272
80,0.5154289,0.2,"TC",16.0649581901495
100,0.5154289,0.2,"TC",13.7710002939055
90,0.4865717,0.2,"TC",17.5647279447445
80,0.4577144,0.2,"TC",18.8761348413334
100,0.4577144,0.2,"TC",20.1193891590763
80,0.5154289,0.2,"TC",16.3176741830224
100,0.5154289,0.2,"TC",16.5072742381803
90,0.4865717,0.2,"TC",17.7537038446038
80,0.4577144,0.2,"TC",18.8046126563275
100,0.4577144,0.2,"TC",19.936757761006
80,0.5154289,0.2,"TC",13.7491520127149
100,0.5154289,0.2,"TC",20.0080163616373
90,0.4865717,0.2,"TC",9.35997600271759
80,0.4577144,0.2,"TC",22.4039880624713
100,0.4577144,0.2,"TC",19.7980680725671
80,0.5154289,0.2,"TC",14.9323197510368
100,0.5154289,0.2,"TC",19.6890639284168
90,0.4865717,0.2,"TC",16.3987438968036
80,0.4577144,0.2,"TC",10.3753618077278
100,0.4577144,0.2,"TC",20.3778837429538
80,0.5154289,0.2,"TC",19.1745723570649
100,0.5154289,0.2,"TC",14.6008599775468
90,0.4865717,0.2,"TC",19.1187862418537
80,0.4577144,0.2,"TC",19.166904977497
100,0.4577144,0.2,"TC",12.1575633097931
80,0.5154289,0.2,"TC",16.8529924087825
100,0.5154289,0.2,"TC",22.2481212239779
90,0.4865717,0.2,"TC",16.6604082751874
80,0.4577144,0.2,"TC",22.2298514415507
100,0.4577144,0.2,"TC",16.6711520744014
80,0.5154289,0.2,"TC",22.0631026232558
100,0.5154289,0.2,"TC",18.0676858738958
90,0.4865717,0.2,"TC",18.7432962462536
80,0.4577144,0.2,"TC",17.2766688452401
100,0.4577144,0.2,"TC",16.4879590170271
80,0.5154289,0.2,"TC",16.3865780543706
100,0.5154289,0.2,"TC",15.1199150501158
90,0.4865717,0.2,"TC",16.179715167593
80,0.4577144,0.2,"TC",23.4221710217405
100,0.4577144,0.2,"TC",14.3868772256441
80,0.5154289,0.2,"TC",18.144216494319
100,0.5154289,0.2,"TC",11.7639387998638
90,0.4865717,0.2,"TC",12.6670040340936
80,0.4577144,0.2,"TC",14.8785155439863
100,0.4577144,0.2,"TC",18.5503980123473
80,0.5154289,0.2,"TC",19.3029530005588
100,0.5154289,0.2,"TC",17.7844362269951
90,0.4865717,0.2,"TC",18.56795837859
80,0.4577144,0.2,"TC",24.302669301111
100,0.4577144,0.2,"TC",12.081601179887
80,0.5154289,0.2,"TC",15.9454674528834
100,0.5154289,0.2,"TC",19.8484967117745
90,0.4865717,0.2,"TC",19.3944032466916
80,0.4577144,0.2,"TC",16.7052234262877
100,0.4577144,0.2,"TC",18.823005045623
80,0.5154289,0.2,"TC",16.5857118646955
100,0.5154289,0.2,"TC",13.0571971128977
90,0.4865717,0.2,"TC",18.7550484434814
80,0.4577144,0.2,"TC",17.7717892598965
100,0.4577144,0.2,"TC",19.1869748659476
80,0.5154289,0.2,"TC",13.0926084970235
100,0.5154289,0.2,"TC",16.5381016451706
90,0.4865717,0.2,"TC",18.4517593760764
80,0.4577144,0.2,"TC",14.816532920441
100,0.4577144,0.2,"TC",23.5444209666603
80,0.5154289,0.2,"TC",17.7244980376669
100,0.5154289,0.2,"TC",20.186236415513
90,0.4865717,0.2,"TC",15.9253764239553
80,0.4577144,0.2,"TC",17.4733218053372
100,0.4577144,0.2,"TC",19.9752817944147
80,0.5154289,0.2,"TC",19.950460509065
100,0.5154289,0.2,"TC",20.8673777722022
90,0.4865717,0.2,"TC",22.1092594631757
80,0.4577144,0.2,"TC",18.8723599653338
100,0.4577144,0.2,"TC",17.7840056319949
80,0.5154289,0.2,"TC",21.2299082692479
100,0.5154289,0.2,"TC",16.3017942469462
90,0.4865717,0.2,"TC",13.8767987361715
80,0.4577144,0.2,"TC",24.7016818491693
100,0.4577144,0.2,"TC",20.0555986026055
80,0.5154289,0.2,"TC",17.9879012200178
100,0.5154289,0.2,"TC",19.4213357064241
90,0.4865717,0.2,"TC",12.6229412694674
80,0.4577144,0.2,"TC",17.3783762003014
100,0.4577144,0.2,"TC",20.6851728199177
80,0.5154289,0.2,"TC",15.1533482493461
100,0.5154289,0.2,"TC",13.7847401353806
90,0.4865717,0.2,"TC",20.7730087458647
80,0.4577144,0.2,"TC",21.3939354662438
100,0.4577144,0.2,"TC",21.8484022553923
80,0.5154289,0.2,"TC",12.9214098658491
100,0.5154289,0.2,"TC",16.5920348142516
90,0.4865717,0.2,"TC",12.1359664611919
80,0.4577144,0.2,"TC",15.2100438248901
100,0.4577144,0.2,"TC",18.7669252712279
80,0.5154289,0.2,"TC",16.7479938442278
100,0.5154289,0.2,"TC",12.673405964385
90,0.4865717,0.2,"TC",10.1657425398411
80,0.4577144,0.2,"TC",21.8768088853761
100,0.4577144,0.2,"TC",17.4805071345498
80,0.5154289,0.2,"TC",15.190421227911
100,0.5154289,0.2,"TC",16.4867661194748
90,0.4865717,0.2,"TC",16.3225456484715
80,0.4577144,0.2,"TC",24.0239392262705
100,0.4577144,0.2,"TC",12.7999424819016
80,0.5154289,0.2,"TC",17.5197536499755
100,0.5154289,0.2,"TC",15.1277201130666
90,0.4865717,0.2,"TC",15.3905970844403
80,0.4577144,0.2,"TC",20.0081469764873
100,0.4577144,0.2,"TC",16.2990643538022
80,0.5154289,0.2,"TC",17.2741589154048
100,0.5154289,0.2,"TC",15.469822493083
90,0.4865717,0.2,"TC",19.379305968718
80,0.4577144,0.2,"TC",20.6724168923713
100,0.4577144,0.2,"TC",17.4500294959296
80,0.5154289,0.2,"TC",15.7471121749425
100,0.5154289,0.2,"TC",16.5035527796799
90,0.4865717,0.2,"TC",17.7440486403108
80,0.4577144,0.2,"TC",20.7461613653176
100,0.4577144,0.2,"TC",15.3086208702068
80,0.5154289,0.2,"TC",16.2129485253365
100,0.5154289,0.2,"TC",10.9971744324999
90,0.4865717,0.2,"TC",14.9950592071056
80,0.4577144,0.2,"TC",15.5016035221406
100,0.4577144,0.2,"TC",17.9354483304515
80,0.5154289,0.2,"TC",12.9864428267867
100,0.5154289,0.2,"TC",13.9409363626551
90,0.4865717,0.2,"TC",17.7215845716321
80,0.4577144,0.2,"TC",17.5218531384429
100,0.4577144,0.2,"TC",10.2534973211974
80,0.5154289,0.2,"TC",22.5743190137687
100,0.5154289,0.2,"TC",16.9790242457599
90,0.4865717,0.2,"TC",20.6778270391369
80,0.4577144,0.2,"TC",16.935965244524
100,0.4577144,0.2,"TC",11.408119156177
80,0.5154289,0.2,"TC",19.4823362066676
100,0.5154289,0.2,"TC",14.1906869157702
90,0.4865717,0.2,"TC",23.1320788406641
80,0.4577144,0.2,"TC",14.3612252277846
100,0.4577144,0.2,"TC",18.7818137637582
80,0.5154289,0.2,"TC",20.5501168615227
100,0.5154289,0.2,"TC",14.4955625335469
90,0.4865717,0.2,"TC",20.5931548372295
80,0.4577144,0.2,"TC",17.1477791130556
100,0.4577144,0.2,"TC",18.596436215638
80,0.5154289,0.2,"TC",15.9149322184467
100,0.5154289,0.2,"TC",18.9469425131286
90,0.4865717,0.2,"TC",17.2413452149911
80,0.4577144,0.2,"TC",10.6398403890991
100,0.4577144,0.2,"TC",15.422242407172
80,0.5154289,0.2,"TC",16.1950080205858
100,0.5154289,0.2,"TC",18.690919412324
90,0.4865717,0.2,"TC",15.7249814182001
80,0.4577144,0.2,"TC",13.3502535751052
100,0.4577144,0.2,"TC",14.5638021784971
80,0.5154289,0.2,"TC",14.7037086742791
100,0.5154289,0.2,"TC",17.0858992103703
90,0.4865717,0.2,"TC",18.8863718439824
80,0.4577144,0.2,"TC",23.1006032938467
100,0.4577144,0.2,"TC",12.0249736006543
80,0.5154289,0.2,"TC",21.3460661385302
100,0.5154289,0.2,"TC",19.6944983791231
90,0.4865717,0.2,"TC",13.6520839990703
80,0.4577144,0.2,"TC",20.2717256532955
100,0.4577144,0.2,"TC",15.3727433094983
80,0.5154289,0.2,"TC",16.966825784412
100,0.5154289,0.2,"TC",14.7055849921441
90,0.4865717,0.2,"TC",17.1824528588349
80,0.4577144,0.2,"TC",19.1028590765684
100,0.4577144,0.2,"TC",19.5794080455073
80,0.5154289,0.2,"TC",24.4893692489607
100,0.5154289,0.2,"TC",17.3714029775058
90,0.4865717,0.2,"TC",13.4562198630988
80,0.4577144,0.2,"TC",16.2890130334176
100,0.4577144,0.2,"TC",17.4212014023031
80,0.5154289,0.2,"TC",13.1512289297939
100,0.5154289,0.2,"TC",16.6248723362438
90,0.4865717,0.2,"TC",21.3377460369458
80,0.4577144,0.2,"TC",14.5469337390152
100,0.4577144,0.2,"TC",20.2502391185123
80,0.5154289,0.2,"TC",20.4322598702362
100,0.5154289,0.2,"TC",13.3002751696679
90,0.4865717,0.2,"TC",14.1141198374803
80,0.4577144,0.2,"TC",17.0174663268121
100,0.4577144,0.2,"TC",16.0841713815621
80,0.5154289,0.2,"TC",13.4362705257471
100,0.5154289,0.2,"TC",16.8811326381669
90,0.4865717,0.2,"TC",14.492993392093
80,0.4577144,0.2,"TC",22.1249713372533
100,0.4577144,0.2,"TC",21.1470425019075
80,0.5154289,0.2,"TC",14.0533757671214
100,0.5154289,0.2,"TC",17.5247440091667
90,0.4865717,0.2,"TC",12.9901276476586
80,0.4577144,0.2,"TC",18.7003051361636
100,0.4577144,0.2,"TC",19.6735087336726
80,0.5154289,0.2,"TC",19.9721898765909
100,0.5154289,0.2,"TC",16.0482344912307
90,0.4865717,0.2,"TC",18.4270455318262
80,0.4577144,0.2,"TC",15.5433908890344
100,0.4577144,0.2,"TC",19.2902467548057
80,0.5154289,0.2,"TC",17.1738231333773
100,0.5154289,0.2,"TC",18.3862302598143
90,0.4865717,0.2,"TC",11.5265232006662
80,0.4577144,0.2,"TC",20.2468678905692
100,0.4577144,0.2,"TC",14.4721062931836
80,0.5154289,0.2,"TC",16.2224159453845
100,0.5154289,0.2,"TC",21.0377935916144
90,0.4865717,0.2,"TC",18.6235414713397
80,0.4577144,0.2,"TC",17.6215667315583
100,0.4577144,0.2,"TC",19.2427975548835
80,0.5154289,0.2,"TC",12.6652542023341
100,0.5154289,0.2,"TC",18.3175892657564
90,0.4865717,0.2,"TC",14.9912341916236
80,0.4577144,0.2,"TC",18.1287983575842
100,0.4577144,0.2,"TC",21.4891499169466
80,0.5154289,0.2,"TC",15.6703429795773
100,0.5154289,0.2,"TC",15.2498577306468
90,0.4865717,0.2,"TC",16.3446994432855
80,0.4577144,0.2,"TC",15.9387280370275
100,0.4577144,0.2,"TC",15.5933646539771
80,0.5154289,0.2,"TC",19.3134858104002
100,0.5154289,0.2,"TC",17.8325931903258
90,0.4865717,0.2,"TC",17.6034795502781
80,0.4577144,0.2,"TC",18.9172980837549
100,0.4577144,0.2,"TC",19.3130678405738
80,0.5154289,0.2,"TC",15.1675146797773
100,0.5154289,0.2,"TC",13.9397275116807
90,0.4865717,0.2,"TC",10.1492990323071
80,0.4577144,0.2,"TC",15.7770964166138
100,0.4577144,0.2,"TC",21.1580099384283
80,0.5154289,0.2,"TC",18.3501801577533
100,0.5154289,0.2,"TC",17.1851775951325
90,0.4865717,0.2,"TC",11.3510136207439
80,0.4577144,0.2,"TC",18.0324169105046
100,0.4577144,0.2,"TC",20.3642872259818
80,0.5154289,0.2,"TC",9.99576522919071
100,0.5154289,0.2,"TC",20.3430042462732
90,0.4865717,0.2,"TC",18.7842425106788
80,0.4577144,0.2,"TC",17.4375288588063
100,0.4577144,0.2,"TC",20.1271527550315
80,0.5154289,0.2,"TC",15.9087803764601
100,0.5154289,0.2,"TC",16.5471189014216
90,0.4865717,0.2,"TC",16.4667031860367
80,0.4577144,0.2,"TC",19.9349260298393
100,0.4577144,0.2,"TC",17.8266642893884
80,0.5154289,0.2,"TC",16.1146037291079
100,0.5154289,0.2,"TC",14.0852659127456
90,0.4865717,0.2,"TC",21.0608207988793
80,0.4577144,0.2,"TC",16.2048904520503
100,0.4577144,0.2,"TC",19.092817346553
80,0.5154289,0.2,"TC",17.2583638564404
100,0.5154289,0.2,"TC",17.8096260260371
90,0.4865717,0.2,"TC",20.0827022393118
80,0.4577144,0.2,"TC",18.972428354841
100,0.4577144,0.2,"TC",18.7172790422067
80,0.5154289,0.2,"TC",20.027861230614
100,0.5154289,0.2,"TC",14.4545794566738
90,0.4865717,0.2,"TC",13.7201360878805
80,0.4577144,0.2,"TC",16.9082591539904
100,0.4577144,0.2,"TC",19.5849869630885
80,0.5154289,0.2,"TC",24.627701911088
100,0.5154289,0.2,"TC",18.0800443716686
90,0.4865717,0.2,"TC",17.8126347442407
80,0.4577144,0.2,"TC",15.6010316949224
100,0.4577144,0.2,"TC",17.4433318448567
80,0.5154289,0.2,"TC",14.0331417681883
100,0.5154289,0.2,"TC",13.8288620704156
90,0.4865717,0.2,"TC",9.21529032299994
80,0.4577144,0.2,"TC",19.6448853065921
100,0.4577144,0.2,"TC",20.3524240520669
80,0.5154289,0.2,"TC",17.9232936009602
100,0.5154289,0.2,"TC",20.7321022190572
90,0.4865717,0.2,"TC",18.7272502749115
80,0.4577144,0.2,"TC",21.0901922873946
100,0.4577144,0.2,"TC",19.0457185751634
80,0.5154289,0.2,"TC",15.2785529225315
100,0.5154289,0.2,"TC",14.7141833911465
90,0.4865717,0.2,"TC",17.623464800286
80,0.4577144,0.2,"TC",17.6980905762335
100,0.4577144,0.2,"TC",19.4579259369362
80,0.5154289,0.2,"TC",17.9253819878713
100,0.5154289,0.2,"TC",10.2308918961734
90,0.4865717,0.2,"TC",21.1626255690014
80,0.4577144,0.2,"TC",18.2415094922617
100,0.4577144,0.2,"TC",18.444945064993
80,0.5154289,0.2,"TC",10.7816981147234
100,0.5154289,0.2,"TC",18.507681837927
90,0.4865717,0.2,"TC",17.5116222168281
80,0.4577144,0.2,"TC",14.6642876656251
100,0.4577144,0.2,"TC",18.7184531307423
80,0.5154289,0.2,"TC",14.5011555389597
100,0.5154289,0.2,"TC",16.3446729235384
90,0.4865717,0.2,"TC",17.5588238536731
80,0.4577144,0.2,"TC",21.5585977405708
100,0.4577144,0.2,"TC",19.0009446081288
80,0.5154289,0.2,"TC",17.3503119054726
100,0.5154289,0.2,"TC",13.2760745726196
90,0.4865717,0.2,"TC",19.6874805936935
80,0.4577144,0.2,"TC",23.7661317061978
100,0.4577144,0.2,"TC",22.1296372686775
80,0.5154289,0.2,"TC",19.7479847971309
100,0.5154289,0.2,"TC",13.0745606627788
90,0.4865717,0.2,"TC",22.0397081542824
80,0.4577144,0.2,"TC",15.8984224014824
100,0.4577144,0.2,"TC",17.8886296770227
80,0.5154289,0.2,"TC",19.9041229411818
100,0.5154289,0.2,"TC",11.8642243418772
90,0.4865717,0.2,"TC",17.8664197287438
80,0.4577144,0.2,"TC",18.1958285263133
100,0.4577144,0.2,"TC",20.2326326302905
80,0.5154289,0.2,"TC",16.5804616280324
100,0.5154289,0.2,"TC",14.9589265161051
90,0.4865717,0.2,"TC",17.9278143673064
80,0.4577144,0.2,"TC",12.577648310024
100,0.4577144,0.2,"TC",13.3220915273326
80,0.5154289,0.2,"TC",16.4797526487248
100,0.5154289,0.2,"TC",20.8681265221279
90,0.4865717,0.2,"TC",19.3214942386582
80,0.4577144,0.2,"TC",22.8458293119944
100,0.4577144,0.2,"TC",21.2371302105051
80,0.5154289,0.2,"TC",14.3457233489108
100,0.5154289,0.2,"TC",19.3667761048811
90,0.4865717,0.2,"TC",15.5364760885835
80,0.4577144,0.2,"TC",14.3148288940531
100,0.4577144,0.2,"TC",16.801541756348
80,0.5154289,0.2,"TC",16.2091395162973
100,0.5154289,0.2,"TC",17.2317247262783
90,0.4865717,0.2,"TC",13.4411874555672
80,0.4577144,0.2,"TC",10.6711244140555
100,0.4577144,0.2,"TC",19.5110601048959
80,0.5154289,0.2,"TC",15.5823653205713
100,0.5154289,0.2,"TC",15.1343537298997
90,0.4865717,0.2,"TC",18.1188728100243
80,0.4577144,0.2,"TC",16.8976839166226
100,0.4577144,0.2,"TC",19.7017928862546
80,0.5154289,0.2,"TC",19.6115661307544
100,0.5154289,0.2,"TC",14.12245463026
90,0.4865717,0.2,"TC",16.4044772628827
80,0.4577144,0.2,"TC",23.7854577884856
100,0.4577144,0.2,"TC",14.8478057131521
80,0.5154289,0.2,"TC",16.4851522636656
100,0.5154289,0.2,"TC",14.4929825410214
90,0.4865717,0.2,"TC",22.618501504157
80,0.4577144,0.2,"TC",15.6460949547619
100,0.4577144,0.2,"TC",15.1675903996335
80,0.5154289,0.2,"TC",15.4625088354307
100,0.5154289,0.2,"TC",22.826381867025
90,0.4865717,0.2,"TC",17.5252731459643
80,0.4577144,0.2,"TC",18.6893074534603
100,0.4577144,0.2,"TC",16.907036780557
80,0.5154289,0.2,"TC",11.7593308242899
100,0.5154289,0.2,"TC",14.6116171456983
90,0.4865717,0.2,"TC",13.6998770158196
80,0.4577144,0.2,"TC",17.2549203585047
100,0.4577144,0.2,"TC",20.1715089227214
80,0.5154289,0.2,"TC",17.1730860653745
100,0.5154289,0.2,"TC",20.6655542869683
90,0.4865717,0.2,"TC",16.0279014026989
80,0.4577144,0.2,"TC",16.3758361814818
100,0.4577144,0.2,"TC",14.5025138496839
80,0.5154289,0.2,"TC",22.5735743202464
100,0.5154289,0.2,"TC",14.1508502041768
90,0.4865717,0.2,"TC",11.8681210899818
80,0.4577144,0.2,"TC",22.5674300399865
100,0.4577144,0.2,"TC",17.2281008715494
80,0.5154289,0.2,"TC",14.8484438787338
100,0.5154289,0.2,"TC",14.9355716406556
90,0.4865717,0.2,"TC",15.0719385123502
80,0.4577144,0.2,"TC",22.8252473579196
100,0.4577144,0.2,"TC",16.3701921838782
80,0.5154289,0.2,"TC",22.276511966759
100,0.5154289,0.2,"TC",11.5773952475354
90,0.4865717,0.2,"TC",15.8628546161844
80,0.4577144,0.2,"TC",19.3880245341525
100,0.4577144,0.2,"TC",19.8054330361353
80,0.5154289,0.2,"TC",15.9703287071357
100,0.5154289,0.2,"TC",21.7306865214461
90,0.4865717,0.2,"TC",25.3882750645664
80,0.4577144,0.2,"TC",20.2453351457818
100,0.4577144,0.2,"TC",14.3649232943214
80,0.5154289,0.2,"TC",15.5328427448695
100,0.5154289,0.2,"TC",11.7837031378136
90,0.4865717,0.2,"TC",20.5458332711819
80,0.4577144,0.2,"TC",20.7675705262392
100,0.4577144,0.2,"TC",19.179136377743
80,0.5154289,0.2,"TC",14.1170061294563
100,0.5154289,0.2,"TC",13.922186414631
90,0.4865717,0.2,"TC",14.8007515499054
80,0.4577144,0.2,"TC",16.2197084056078
100,0.4577144,0.2,"TC",11.0402891857737
80,0.5154289,0.2,"TC",15.1595713624224
100,0.5154289,0.2,"TC",20.9906795636028
90,0.4865717,0.2,"TC",16.8256632688046
80,0.4577144,0.2,"TC",17.6769265498444
100,0.4577144,0.2,"TC",19.354916346978
80,0.5154289,0.2,"TC",19.1672417031757
100,0.5154289,0.2,"TC",22.8260866696562
90,0.4865717,0.2,"TC",21.6760327166746
80,0.4577144,0.2,"TC",19.1921051583171
100,0.4577144,0.2,"TC",18.4828177071789
80,0.5154289,0.2,"TC",15.9301939325383
100,0.5154289,0.2,"TC",15.3900979233131
90,0.4865717,0.2,"TC",17.3679823867658
80,0.4577144,0.2,"TC",19.5082558044204
100,0.4577144,0.2,"TC",14.4440074646649
80,0.5154289,0.2,"TC",17.7804212645143
100,0.5154289,0.2,"TC",19.7118577590564
90,0.4865717,0.2,"TC",16.2723258620741
80,0.4577144,0.2,"TC",19.5466694878777
100,0.4577144,0.2,"TC",19.2570020164339
80,0.5154289,0.2,"TC",21.5985478260533
100,0.5154289,0.2,"TC",15.8471501796664
90,0.4865717,0.2,"TC",16.7589558950136
80,0.4577144,0.2,"TC",17.0044787417906
100,0.4577144,0.2,"TC",19.4937546897186
80,0.5154289,0.2,"TC",23.608553439436
100,0.5154289,0.2,"TC",16.9038815249655
90,0.4865717,0.2,"TC",20.0595680173386
80,0.4577144,0.2,"TC",14.5045176576445
100,0.4577144,0.2,"TC",17.2847138582045
80,0.5154289,0.2,"TC",19.8912780518684
100,0.5154289,0.2,"TC",15.6019224657298
90,0.4865717,0.2,"TC",12.0944038943076
80,0.4577144,0.2,"TC",18.1334200203395
100,0.4577144,0.2,"TC",19.8830082501307
80,0.5154289,0.2,"TC",18.9483618234578
